dataset,split,budget,rep,features,probe,score,k,alpha,nonmonotone
synthetic,2,50,4,spectral-marginal,linear,0.2642459719078909,4,0.75,False
synthetic,2,50,4,spectral-marginal,xgb,0.33541676402531395,4,0.75,False
synthetic,2,50,4,spectral-gibbs,linear,0.2646885235060097,4,0.75,False
synthetic,2,50,4,spectral-gibbs,xgb,0.34191171578773427,4,0.75,False
synthetic,2,50,4,conditional,linear,0.24793116180839014,4,0.75,False
synthetic,2,50,4,conditional,xgb,0.3487852526100491,4,0.75,False
synthetic,2,50,4,raw+pca,xgb,0.36681336315868796,4,0.75,False
synthetic,2,50,4,raw+spectral-gibbs,xgb,0.36821826209078323,4,0.75,False
synthetic,2,50,4,raw+conditional,xgb,0.382820770675929,4,0.75,False
synthetic,2,100,0,raw,linear,0.38188358560460445,4,0.75,False
synthetic,2,100,0,raw,xgb,0.45789300113685305,4,0.75,False
synthetic,2,100,0,pca,linear,0.3431996619023071,4,0.75,False
synthetic,2,100,0,pca,xgb,0.41282003129996825,4,0.75,False
synthetic,2,100,0,spectral-marginal,linear,0.34298014692169687,4,0.75,False
synthetic,2,100,0,spectral-marginal,xgb,0.4120669422773695,4,0.75,False
synthetic,2,100,0,spectral-gibbs,linear,0.34374731074174847,4,0.75,False
synthetic,2,100,0,spectral-gibbs,xgb,0.45522440572397205,4,0.75,False
synthetic,2,100,0,conditional,linear,0.3417923082188795,4,0.75,False
synthetic,2,100,0,conditional,xgb,0.4932524659852443,4,0.75,False
synthetic,2,100,0,raw+pca,xgb,0.4464078438311502,4,0.75,False
synthetic,2,100,0,raw+spectral-gibbs,xgb,0.43646479018596773,4,0.75,False
synthetic,2,100,0,raw+conditional,xgb,0.4819633113434397,4,0.75,False
synthetic,2,100,1,raw,linear,0.3096291870514666,4,0.75,False
synthetic,2,100,1,raw,xgb,0.48905568298246893,4,0.75,False
synthetic,2,100,1,pca,linear,0.292915048338663,4,0.75,False
synthetic,2,100,1,pca,xgb,0.48064103587731577,4,0.75,False
synthetic,2,100,1,spectral-marginal,linear,0.2905623280030716,4,0.75,False
synthetic,2,100,1,spectral-marginal,xgb,0.4153146813973022,4,0.75,False
synthetic,2,100,1,spectral-gibbs,linear,0.29277771732798474,4,0.75,False
synthetic,2,100,1,spectral-gibbs,xgb,0.433064425363453,4,0.75,False
synthetic,2,100,1,conditional,linear,0.3277634660972746,4,0.75,False
synthetic,2,100,1,conditional,xgb,0.5198655269215334,4,0.75,False
synthetic,2,100,1,raw+pca,xgb,0.5028845490597615,4,0.75,False
synthetic,2,100,1,raw+spectral-gibbs,xgb,0.507625085843726,4,0.75,False
synthetic,2,100,1,raw+conditional,xgb,0.513281820371456,4,0.75,False
synthetic,2,100,2,raw,linear,0.38973578480911997,4,0.75,False
synthetic,2,100,2,raw,xgb,0.4810729932616149,4,0.75,False
synthetic,2,100,2,pca,linear,0.3918922120932027,4,0.75,False
synthetic,2,100,2,pca,xgb,0.4391407343001422,4,0.75,False
synthetic,2,100,2,spectral-marginal,linear,0.39313385731844863,4,0.75,False
synthetic,2,100,2,spectral-marginal,xgb,0.4184308062925127,4,0.75,False
synthetic,2,100,2,spectral-gibbs,linear,0.39367989607752985,4,0.75,False
synthetic,2,100,2,spectral-gibbs,xgb,0.423616805092508,4,0.75,False
synthetic,2,100,2,conditional,linear,0.38580081050214443,4,0.75,False
synthetic,2,100,2,conditional,xgb,0.4910047494218811,4,0.75,False
synthetic,2,100,2,raw+pca,xgb,0.5241669772223613,4,0.75,False
synthetic,2,100,2,raw+spectral-gibbs,xgb,0.5080952390615117,4,0.75,False
synthetic,2,100,2,raw+conditional,xgb,0.5080618139860908,4,0.75,False
synthetic,2,100,3,raw,linear,0.39888670340310517,4,0.75,False
synthetic,2,100,3,raw,xgb,0.4789757703710982,4,0.75,False
synthetic,2,100,3,pca,linear,0.40312251170781643,4,0.75,False
synthetic,2,100,3,pca,xgb,0.5013074064991083,4,0.75,False
synthetic,2,100,3,spectral-marginal,linear,0.4017916034763259,4,0.75,False
synthetic,2,100,3,spectral-marginal,xgb,0.4921813794606933,4,0.75,False
synthetic,2,100,3,spectral-gibbs,linear,0.40212659845653864,4,0.75,False
synthetic,2,100,3,spectral-gibbs,xgb,0.4680644640895605,4,0.75,False
synthetic,2,100,3,conditional,linear,0.38866747877331,4,0.75,False
synthetic,2,100,3,conditional,xgb,0.5954573680623171,4,0.75,False
synthetic,2,100,3,raw+pca,xgb,0.49802576254715636,4,0.75,False
synthetic,2,100,3,raw+spectral-gibbs,xgb,0.4930078688174002,4,0.75,False
synthetic,2,100,3,raw+conditional,xgb,0.5412344197010772,4,0.75,False
synthetic,2,100,4,raw,linear,0.37841893662561277,4,0.75,False
synthetic,2,100,4,raw,xgb,0.4810861207209297,4,0.75,False
synthetic,2,100,4,pca,linear,0.359239760899721,4,0.75,False
synthetic,2,100,4,pca,xgb,0.4584301579663672,4,0.75,False
synthetic,2,100,4,spectral-marginal,linear,0.3547487457273746,4,0.75,False
synthetic,2,100,4,spectral-marginal,xgb,0.45917993687362246,4,0.75,False
synthetic,2,100,4,spectral-gibbs,linear,0.3591439178977951,4,0.75,False
synthetic,2,100,4,spectral-gibbs,xgb,0.49202359189437883,4,0.75,False
synthetic,2,100,4,conditional,linear,0.3565144870557102,4,0.75,False
synthetic,2,100,4,conditional,xgb,0.5200945660194936,4,0.75,False
synthetic,2,100,4,raw+pca,xgb,0.4997191363747573,4,0.75,False
synthetic,2,100,4,raw+spectral-gibbs,xgb,0.5077360758488512,4,0.75,False
synthetic,2,100,4,raw+conditional,xgb,0.5266650878965347,4,0.75,False
synthetic,2,250,0,raw,linear,0.4003604767055696,4,0.75,False
synthetic,2,250,0,raw,xgb,0.6088461161130626,4,0.75,False
synthetic,2,250,0,pca,linear,0.3719840966172939,4,0.75,False
synthetic,2,250,0,pca,xgb,0.540130619788473,4,0.75,False
synthetic,2,250,0,spectral-marginal,linear,0.370657987185096,4,0.75,False
synthetic,2,250,0,spectral-marginal,xgb,0.4934017921724203,4,0.75,False
synthetic,2,250,0,spectral-gibbs,linear,0.37190033506729336,4,0.75,False
synthetic,2,250,0,spectral-gibbs,xgb,0.4954664839879309,4,0.75,False
synthetic,2,250,0,conditional,linear,0.40816563659095584,4,0.75,False
synthetic,2,250,0,conditional,xgb,0.6077550071711815,4,0.75,False
synthetic,2,250,0,raw+pca,xgb,0.6095106364468785,4,0.75,False
synthetic,2,250,0,raw+spectral-gibbs,xgb,0.6078101821137829,4,0.75,False
synthetic,2,250,0,raw+conditional,xgb,0.6480329409706258,4,0.75,False
synthetic,2,250,1,raw,linear,0.3741465350663272,4,0.75,False
synthetic,2,250,1,raw,xgb,0.6037923750582547,4,0.75,False
synthetic,2,250,1,pca,linear,0.344713048319076,4,0.75,False
synthetic,2,250,1,pca,xgb,0.5672280900635519,4,0.75,False
synthetic,2,250,1,spectral-marginal,linear,0.34475249876554936,4,0.75,False
synthetic,2,250,1,spectral-marginal,xgb,0.5444748094659507,4,0.75,False
synthetic,2,250,1,spectral-gibbs,linear,0.3453409160044961,4,0.75,False
synthetic,2,250,1,spectral-gibbs,xgb,0.5551951014546237,4,0.75,False
synthetic,2,250,1,conditional,linear,0.3682073867739656,4,0.75,False
synthetic,2,250,1,conditional,xgb,0.6215563370174415,4,0.75,False
synthetic,2,250,1,raw+pca,xgb,0.6269053366583064,4,0.75,False
synthetic,2,250,1,raw+spectral-gibbs,xgb,0.6131370690826172,4,0.75,False
synthetic,2,250,1,raw+conditional,xgb,0.6391428478219443,4,0.75,False
synthetic,2,250,2,raw,linear,0.4295418114220467,4,0.75,False
synthetic,2,250,2,raw,xgb,0.6180022835918562,4,0.75,False
synthetic,2,250,2,pca,linear,0.3822779926226606,4,0.75,False
synthetic,2,250,2,pca,xgb,0.5778371788203363,4,0.75,False
synthetic,2,250,2,spectral-marginal,linear,0.38232515856205684,4,0.75,False
synthetic,2,250,2,spectral-marginal,xgb,0.5549590361512947,4,0.75,False
synthetic,2,250,2,spectral-gibbs,linear,0.3823616387977532,4,0.75,False
synthetic,2,250,2,spectral-gibbs,xgb,0.5687902570091797,4,0.75,False
synthetic,2,250,2,conditional,linear,0.4097465916691425,4,0.75,False
synthetic,2,250,2,conditional,xgb,0.6477351094577217,4,0.75,False
synthetic,2,250,2,raw+pca,xgb,0.6341227099905522,4,0.75,False
synthetic,2,250,2,raw+spectral-gibbs,xgb,0.633001687605154,4,0.75,False
synthetic,2,250,2,raw+conditional,xgb,0.6642939256983458,4,0.75,False
synthetic,2,250,3,raw,linear,0.4053921469246615,4,0.75,False
synthetic,2,250,3,raw,xgb,0.6034907711636044,4,0.75,False
synthetic,2,250,3,pca,linear,0.3788465265700809,4,0.75,False
synthetic,2,250,3,pca,xgb,0.5121162300140555,4,0.75,False
synthetic,2,250,3,spectral-marginal,linear,0.3789860031976783,4,0.75,False
synthetic,2,250,3,spectral-marginal,xgb,0.538732920474988,4,0.75,False
synthetic,2,250,3,spectral-gibbs,linear,0.3808379455204882,4,0.75,False
synthetic,2,250,3,spectral-gibbs,xgb,0.5244761080964623,4,0.75,False
synthetic,2,250,3,conditional,linear,0.3839120276238225,4,0.75,False
synthetic,2,250,3,conditional,xgb,0.6109046660515158,4,0.75,False
synthetic,2,250,3,raw+pca,xgb,0.6083786980149739,4,0.75,False
synthetic,2,250,3,raw+spectral-gibbs,xgb,0.6253362041272659,4,0.75,False
synthetic,2,250,3,raw+conditional,xgb,0.6396575648962702,4,0.75,False
synthetic,2,250,4,raw,linear,0.4135019125481274,4,0.75,False
synthetic,2,250,4,raw,xgb,0.6196533043459189,4,0.75,False
synthetic,2,250,4,pca,linear,0.3979678580542939,4,0.75,False
synthetic,2,250,4,pca,xgb,0.625906430368828,4,0.75,False
synthetic,2,250,4,spectral-marginal,linear,0.3978428272570286,4,0.75,False
synthetic,2,250,4,spectral-marginal,xgb,0.5930758269777796,4,0.75,False
synthetic,2,250,4,spectral-gibbs,linear,0.3980545919558959,4,0.75,False
synthetic,2,250,4,spectral-gibbs,xgb,0.5818494892748262,4,0.75,False
synthetic,2,250,4,conditional,linear,0.4275614448742544,4,0.75,False
synthetic,2,250,4,conditional,xgb,0.644475522099442,4,0.75,False
synthetic,2,250,4,raw+pca,xgb,0.6457597253148261,4,0.75,False
synthetic,2,250,4,raw+spectral-gibbs,xgb,0.6241369082026724,4,0.75,False
synthetic,2,250,4,raw+conditional,xgb,0.6535239389690137,4,0.75,False
synthetic,2,1000,0,raw,linear,0.4510715515108721,4,0.75,False
synthetic,2,1000,0,raw,xgb,0.7261314565928355,4,0.75,False
synthetic,2,1000,0,pca,linear,0.40911028863374443,4,0.75,False
synthetic,2,1000,0,pca,xgb,0.685992095860487,4,0.75,False
synthetic,2,1000,0,spectral-marginal,linear,0.4087091646351121,4,0.75,False
synthetic,2,1000,0,spectral-marginal,xgb,0.660677361195583,4,0.75,False
synthetic,2,1000,0,spectral-gibbs,linear,0.40932847128451466,4,0.75,False
synthetic,2,1000,0,spectral-gibbs,xgb,0.6723430420478484,4,0.75,False
synthetic,2,1000,0,conditional,linear,0.43949173293342336,4,0.75,False
synthetic,2,1000,0,conditional,xgb,0.7332876801760941,4,0.75,False
synthetic,2,1000,0,raw+pca,xgb,0.7457779569559527,4,0.75,False
synthetic,2,1000,0,raw+spectral-gibbs,xgb,0.7460450790413349,4,0.75,False
synthetic,2,1000,0,raw+conditional,xgb,0.7759115763727493,4,0.75,False
synthetic,2,1000,1,raw,linear,0.4540469893178678,4,0.75,False
synthetic,2,1000,1,raw,xgb,0.7285299015627054,4,0.75,False
synthetic,2,1000,1,pca,linear,0.40851425740498115,4,0.75,False
synthetic,2,1000,1,pca,xgb,0.667800597845135,4,0.75,False
synthetic,2,1000,1,spectral-marginal,linear,0.408221379107204,4,0.75,False
synthetic,2,1000,1,spectral-marginal,xgb,0.6335636876251423,4,0.75,False
synthetic,2,1000,1,spectral-gibbs,linear,0.4086955959239619,4,0.75,False
synthetic,2,1000,1,spectral-gibbs,xgb,0.6390069034618918,4,0.75,False
synthetic,2,1000,1,conditional,linear,0.4333420814980453,4,0.75,False
synthetic,2,1000,1,conditional,xgb,0.7210672868105231,4,0.75,False
synthetic,2,1000,1,raw+pca,xgb,0.7419814852242268,4,0.75,False
synthetic,2,1000,1,raw+spectral-gibbs,xgb,0.7313216738117759,4,0.75,False
synthetic,2,1000,1,raw+conditional,xgb,0.7610235967094829,4,0.75,False
synthetic,2,1000,2,raw,linear,0.44879090095616414,4,0.75,False
synthetic,2,1000,2,raw,xgb,0.7142568926662564,4,0.75,False
synthetic,2,1000,2,pca,linear,0.4075135714219785,4,0.75,False
synthetic,2,1000,2,pca,xgb,0.6775639767752786,4,0.75,False
synthetic,2,1000,2,spectral-marginal,linear,0.4072237937694435,4,0.75,False
synthetic,2,1000,2,spectral-marginal,xgb,0.6538726354413428,4,0.75,False
synthetic,2,1000,2,spectral-gibbs,linear,0.40787426549181893,4,0.75,False
synthetic,2,1000,2,spectral-gibbs,xgb,0.6442603352181773,4,0.75,False
synthetic,2,1000,2,conditional,linear,0.4339721717081956,4,0.75,False
synthetic,2,1000,2,conditional,xgb,0.7182729165796752,4,0.75,False
synthetic,2,1000,2,raw+pca,xgb,0.7290880762318637,4,0.75,False
synthetic,2,1000,2,raw+spectral-gibbs,xgb,0.7274897151057368,4,0.75,False
synthetic,2,1000,2,raw+conditional,xgb,0.7583718750195078,4,0.75,False
synthetic,2,1000,3,raw,linear,0.4512131883057362,4,0.75,False
synthetic,2,1000,3,raw,xgb,0.7198728063235662,4,0.75,False
synthetic,2,1000,3,pca,linear,0.40887495748228275,4,0.75,False
synthetic,2,1000,3,pca,xgb,0.655324530285756,4,0.75,False
synthetic,2,1000,3,spectral-marginal,linear,0.40847751542666466,4,0.75,False
synthetic,2,1000,3,spectral-marginal,xgb,0.6500451040006161,4,0.75,False
synthetic,2,1000,3,spectral-gibbs,linear,0.4089740828388818,4,0.75,False
synthetic,2,1000,3,spectral-gibbs,xgb,0.633590371390552,4,0.75,False
synthetic,2,1000,3,conditional,linear,0.44666475347451773,4,0.75,False
synthetic,2,1000,3,conditional,xgb,0.726296140638024,4,0.75,False
synthetic,2,1000,3,raw+pca,xgb,0.7317598891509729,4,0.75,False
synthetic,2,1000,3,raw+spectral-gibbs,xgb,0.7268030668802985,4,0.75,False
synthetic,2,1000,3,raw+conditional,xgb,0.7724050564289849,4,0.75,False
synthetic,2,1000,4,raw,linear,0.4476625343024896,4,0.75,False
synthetic,2,1000,4,raw,xgb,0.7141261124971552,4,0.75,False
synthetic,2,1000,4,pca,linear,0.40450910531732864,4,0.75,False
synthetic,2,1000,4,pca,xgb,0.6870059663873749,4,0.75,False
synthetic,2,1000,4,spectral-marginal,linear,0.40420237495742106,4,0.75,False
synthetic,2,1000,4,spectral-marginal,xgb,0.6605140150027857,4,0.75,False
synthetic,2,1000,4,spectral-gibbs,linear,0.40492340745022704,4,0.75,False
synthetic,2,1000,4,spectral-gibbs,xgb,0.6612379076077557,4,0.75,False
synthetic,2,1000,4,conditional,linear,0.4364763803980194,4,0.75,False
synthetic,2,1000,4,conditional,xgb,0.7120524851754259,4,0.75,False
synthetic,2,1000,4,raw+pca,xgb,0.7288943670545476,4,0.75,False
synthetic,2,1000,4,raw+spectral-gibbs,xgb,0.7318071847307926,4,0.75,False
synthetic,2,1000,4,raw+conditional,xgb,0.7486671532885611,4,0.75,False
synthetic,0,50,0,raw,linear,0.3428668689494193,4,0.75,True
synthetic,0,50,0,raw,xgb,0.35634585883688097,4,0.75,True
synthetic,0,50,0,pca,linear,0.12979046624835178,4,0.75,True
synthetic,0,50,0,pca,xgb,0.11982881872772799,4,0.75,True
synthetic,0,50,0,spectral-marginal,linear,0.20803240376466114,4,0.75,True
synthetic,0,50,0,spectral-marginal,xgb,0.2279092929287958,4,0.75,True
synthetic,0,50,0,spectral-gibbs,linear,0.23966591628247558,4,0.75,True
synthetic,0,50,0,spectral-gibbs,xgb,0.20836269088964376,4,0.75,True
synthetic,0,50,0,conditional,linear,0.3509290986501332,4,0.75,True
synthetic,0,50,0,conditional,xgb,0.28768485749792905,4,0.75,True
synthetic,0,50,0,raw+pca,xgb,0.3865016270178304,4,0.75,True
synthetic,0,50,0,raw+spectral-gibbs,xgb,0.39602589884771333,4,0.75,True
synthetic,0,50,0,raw+conditional,xgb,0.3438089204341348,4,0.75,True
synthetic,0,50,1,raw,linear,0.24061932899000327,4,0.75,True
synthetic,0,50,1,raw,xgb,0.23381548073431102,4,0.75,True
synthetic,0,50,1,pca,linear,0.0850869547299572,4,0.75,True
synthetic,0,50,1,pca,xgb,0.14644937044050366,4,0.75,True
synthetic,0,50,1,spectral-marginal,linear,0.156314986553997,4,0.75,True
synthetic,0,50,1,spectral-marginal,xgb,0.2566460423867638,4,0.75,True
synthetic,0,50,1,spectral-gibbs,linear,0.1804563509201026,4,0.75,True
synthetic,0,50,1,spectral-gibbs,xgb,0.23246586177546547,4,0.75,True
synthetic,0,50,1,conditional,linear,0.37921871498177095,4,0.75,True
synthetic,0,50,1,conditional,xgb,0.28525561385030596,4,0.75,True
synthetic,0,50,1,raw+pca,xgb,0.25011002220886946,4,0.75,True
synthetic,0,50,1,raw+spectral-gibbs,xgb,0.23605300196822576,4,0.75,True
synthetic,0,50,1,raw+conditional,xgb,0.2653052309918844,4,0.75,True
synthetic,0,50,2,raw,linear,0.3714419636559225,4,0.75,True
synthetic,0,50,2,raw,xgb,0.24320191429742943,4,0.75,True
synthetic,0,50,2,pca,linear,0.06844351538305204,4,0.75,True
synthetic,0,50,2,pca,xgb,0.1019267085140495,4,0.75,True
synthetic,0,50,2,spectral-marginal,linear,0.17784980046877663,4,0.75,True
synthetic,0,50,2,spectral-marginal,xgb,0.1811946452668135,4,0.75,True
synthetic,0,50,2,spectral-gibbs,linear,0.21764211825537605,4,0.75,True
synthetic,0,50,2,spectral-gibbs,xgb,0.23388344981355336,4,0.75,True
synthetic,0,50,2,conditional,linear,0.3935107988853336,4,0.75,True
synthetic,0,50,2,conditional,xgb,0.347624544002226,4,0.75,True
synthetic,0,50,2,raw+pca,xgb,0.27376412313220755,4,0.75,True
synthetic,0,50,2,raw+spectral-gibbs,xgb,0.28891261851089145,4,0.75,True
synthetic,0,50,2,raw+conditional,xgb,0.3005795838035483,4,0.75,True
synthetic,0,50,3,raw,linear,0.39457032436431094,4,0.75,True
synthetic,0,50,3,raw,xgb,0.36741073406337843,4,0.75,True
synthetic,0,50,3,pca,linear,0.11692881505888908,4,0.75,True
synthetic,0,50,3,pca,xgb,0.04471913879593514,4,0.75,True
synthetic,0,50,3,spectral-marginal,linear,0.22950965099051623,4,0.75,True
synthetic,0,50,3,spectral-marginal,xgb,0.22370485546200725,4,0.75,True
synthetic,0,50,3,spectral-gibbs,linear,0.25678340141991396,4,0.75,True
synthetic,0,50,3,spectral-gibbs,xgb,0.29906005203559105,4,0.75,True
synthetic,0,50,3,conditional,linear,0.39582713366142797,4,0.75,True
synthetic,0,50,3,conditional,xgb,0.32883896696074755,4,0.75,True
synthetic,0,50,3,raw+pca,xgb,0.3592349695458271,4,0.75,True
synthetic,0,50,3,raw+spectral-gibbs,xgb,0.34803511317996094,4,0.75,True
synthetic,0,50,3,raw+conditional,xgb,0.36748692569874786,4,0.75,True
synthetic,0,50,4,raw,linear,0.3945613020976878,4,0.75,True
synthetic,0,50,4,raw,xgb,0.29302031046899757,4,0.75,True
synthetic,0,50,4,pca,linear,0.05574794919295123,4,0.75,True
synthetic,0,50,4,pca,xgb,-0.011768674720070704,4,0.75,True
synthetic,0,50,4,spectral-marginal,linear,0.2105413819138382,4,0.75,True
synthetic,0,50,4,spectral-marginal,xgb,0.20046949818342952,4,0.75,True
synthetic,0,50,4,spectral-gibbs,linear,0.2552757196897053,4,0.75,True
synthetic,0,50,4,spectral-gibbs,xgb,0.26335184163174674,4,0.75,True
synthetic,0,50,4,conditional,linear,0.47097379525538596,4,0.75,True
synthetic,0,50,4,conditional,xgb,0.3211601739647084,4,0.75,True
synthetic,0,50,4,raw+pca,xgb,0.26927036327537324,4,0.75,True
synthetic,0,50,4,raw+spectral-gibbs,xgb,0.33337489934510145,4,0.75,True
synthetic,0,50,4,raw+conditional,xgb,0.3201986969501802,4,0.75,True
synthetic,0,100,0,raw,linear,0.39337937577142,4,0.75,True
synthetic,0,100,0,raw,xgb,0.3988703223945388,4,0.75,True
synthetic,0,100,0,pca,linear,0.0977680718094941,4,0.75,True
synthetic,0,100,0,pca,xgb,0.1366165835885803,4,0.75,True
synthetic,0,100,0,spectral-marginal,linear,0.17690502848790635,4,0.75,True
synthetic,0,100,0,spectral-marginal,xgb,0.24363436837518393,4,0.75,True
synthetic,0,100,0,spectral-gibbs,linear,0.20726378173499826,4,0.75,True
synthetic,0,100,0,spectral-gibbs,xgb,0.28056008064104554,4,0.75,True
synthetic,0,100,0,conditional,linear,0.39176743427799043,4,0.75,True
synthetic,0,100,0,conditional,xgb,0.3655509882733703,4,0.75,True
synthetic,0,100,0,raw+pca,xgb,0.42334017407877633,4,0.75,True
synthetic,0,100,0,raw+spectral-gibbs,xgb,0.4642047647779196,4,0.75,True
synthetic,0,100,0,raw+conditional,xgb,0.40996183046298285,4,0.75,True
synthetic,0,100,1,raw,linear,0.3733555366805271,4,0.75,True
synthetic,0,100,1,raw,xgb,0.4033383075624005,4,0.75,True
synthetic,0,100,1,pca,linear,0.015490034296628874,4,0.75,True
synthetic,0,100,1,pca,xgb,0.02499856468084838,4,0.75,True
synthetic,0,100,1,spectral-marginal,linear,0.1208630504394812,4,0.75,True
synthetic,0,100,1,spectral-marginal,xgb,0.17663760931979489,4,0.75,True
synthetic,0,100,1,spectral-gibbs,linear,0.16209070817146198,4,0.75,True
synthetic,0,100,1,spectral-gibbs,xgb,0.1586114469437394,4,0.75,True
synthetic,0,100,1,conditional,linear,0.3381476208729317,4,0.75,True
synthetic,0,100,1,conditional,xgb,0.34525501369819533,4,0.75,True
synthetic,0,100,1,raw+pca,xgb,0.41169622038675613,4,0.75,True
synthetic,0,100,1,raw+spectral-gibbs,xgb,0.3866738966486012,4,0.75,True
synthetic,0,100,1,raw+conditional,xgb,0.42864324756814653,4,0.75,True
synthetic,0,100,2,raw,linear,0.41549895550823446,4,0.75,True
synthetic,0,100,2,raw,xgb,0.43150287255337083,4,0.75,True
synthetic,0,100,2,pca,linear,0.1425520502987928,4,0.75,True
synthetic,0,100,2,pca,xgb,0.16469022126354116,4,0.75,True
synthetic,0,100,2,spectral-marginal,linear,0.24796980235380695,4,0.75,True
synthetic,0,100,2,spectral-marginal,xgb,0.3051846416434988,4,0.75,True
synthetic,0,100,2,spectral-gibbs,linear,0.27973491741128764,4,0.75,True
synthetic,0,100,2,spectral-gibbs,xgb,0.3136849816826307,4,0.75,True
synthetic,0,100,2,conditional,linear,0.4809108292375792,4,0.75,True
synthetic,0,100,2,conditional,xgb,0.42949568871244515,4,0.75,True
synthetic,0,100,2,raw+pca,xgb,0.42647256292338453,4,0.75,True
synthetic,0,100,2,raw+spectral-gibbs,xgb,0.4568772060907099,4,0.75,True
synthetic,0,100,2,raw+conditional,xgb,0.4302646901111251,4,0.75,True
synthetic,0,100,3,raw,linear,0.26577716861288747,4,0.75,True
synthetic,0,100,3,raw,xgb,0.3562211280925348,4,0.75,True
synthetic,0,100,3,pca,linear,0.1382124970514793,4,0.75,True
synthetic,0,100,3,pca,xgb,0.04951125934122402,4,0.75,True
synthetic,0,100,3,spectral-marginal,linear,0.1954788933691871,4,0.75,True
synthetic,0,100,3,spectral-marginal,xgb,0.16253994531021387,4,0.75,True
synthetic,0,100,3,spectral-gibbs,linear,0.21535347980518538,4,0.75,True
synthetic,0,100,3,spectral-gibbs,xgb,0.16919622152708513,4,0.75,True
synthetic,0,100,3,conditional,linear,0.20805754502303886,4,0.75,True
synthetic,0,100,3,conditional,xgb,0.3633627827044723,4,0.75,True
synthetic,0,100,3,raw+pca,xgb,0.36269436922110887,4,0.75,True
synthetic,0,100,3,raw+spectral-gibbs,xgb,0.3854837560110095,4,0.75,True
synthetic,0,100,3,raw+conditional,xgb,0.3979366270515228,4,0.75,True
synthetic,0,100,4,raw,linear,0.4066347620654476,4,0.75,True
synthetic,0,100,4,raw,xgb,0.4455314310515994,4,0.75,True
synthetic,0,100,4,pca,linear,0.1246518147539104,4,0.75,True
synthetic,0,100,4,pca,xgb,0.040288684246418516,4,0.75,True
synthetic,0,100,4,spectral-marginal,linear,0.23187106353774878,4,0.75,True
synthetic,0,100,4,spectral-marginal,xgb,0.1945522614182993,4,0.75,True
synthetic,0,100,4,spectral-gibbs,linear,0.2678761524887192,4,0.75,True
synthetic,0,100,4,spectral-gibbs,xgb,0.20943052984133037,4,0.75,True
synthetic,0,100,4,conditional,linear,0.4945162811248329,4,0.75,True
synthetic,0,100,4,conditional,xgb,0.41198979526947754,4,0.75,True
synthetic,0,100,4,raw+pca,xgb,0.43710782846625584,4,0.75,True
synthetic,0,100,4,raw+spectral-gibbs,xgb,0.44189905499960735,4,0.75,True
synthetic,0,100,4,raw+conditional,xgb,0.4627148976818728,4,0.75,True
synthetic,0,250,0,raw,linear,0.4894589290599245,4,0.75,True
synthetic,0,250,0,raw,xgb,0.5286279513277583,4,0.75,True
synthetic,0,250,0,pca,linear,0.15369063975748587,4,0.75,True
synthetic,0,250,0,pca,xgb,0.2734083200552382,4,0.75,True
synthetic,0,250,0,spectral-marginal,linear,0.25294858951268473,4,0.75,True
synthetic,0,250,0,spectral-marginal,xgb,0.34867665844809015,4,0.75,True
synthetic,0,250,0,spectral-gibbs,linear,0.2851709731864819,4,0.75,True
synthetic,0,250,0,spectral-gibbs,xgb,0.4080037357517503,4,0.75,True
synthetic,0,250,0,conditional,linear,0.5285276074685838,4,0.75,True
synthetic,0,250,0,conditional,xgb,0.5142685397265503,4,0.75,True
synthetic,0,250,0,raw+pca,xgb,0.5350324347046249,4,0.75,True
synthetic,0,250,0,raw+spectral-gibbs,xgb,0.5471985472922056,4,0.75,True
synthetic,0,250,0,raw+conditional,xgb,0.5361658321026141,4,0.75,True
synthetic,0,250,1,raw,linear,0.4392434428530867,4,0.75,True
synthetic,0,250,1,raw,xgb,0.507596559332327,4,0.75,True
synthetic,0,250,1,pca,linear,0.16083581453222595,4,0.75,True
synthetic,0,250,1,pca,xgb,0.2165829421546719,4,0.75,True
synthetic,0,250,1,spectral-marginal,linear,0.2582370378564508,4,0.75,True
synthetic,0,250,1,spectral-marginal,xgb,0.3085948695664056,4,0.75,True
synthetic,0,250,1,spectral-gibbs,linear,0.2896483321833633,4,0.75,True
synthetic,0,250,1,spectral-gibbs,xgb,0.3753749702269078,4,0.75,True
synthetic,0,250,1,conditional,linear,0.5144032396337628,4,0.75,True
synthetic,0,250,1,conditional,xgb,0.5092985447065426,4,0.75,True
synthetic,0,250,1,raw+pca,xgb,0.5173462088686496,4,0.75,True
synthetic,0,250,1,raw+spectral-gibbs,xgb,0.5299245094829769,4,0.75,True
synthetic,0,250,1,raw+conditional,xgb,0.5314906796537908,4,0.75,True
synthetic,0,250,2,raw,linear,0.4408222629924694,4,0.75,True
synthetic,0,250,2,raw,xgb,0.5173875364359393,4,0.75,True
synthetic,0,250,2,pca,linear,0.12354761156667249,4,0.75,True
synthetic,0,250,2,pca,xgb,0.2591999711425723,4,0.75,True
synthetic,0,250,2,spectral-marginal,linear,0.2115660413462075,4,0.75,True
synthetic,0,250,2,spectral-marginal,xgb,0.3198440856021503,4,0.75,True
synthetic,0,250,2,spectral-gibbs,linear,0.24119979082995113,4,0.75,True
synthetic,0,250,2,spectral-gibbs,xgb,0.3746643635659195,4,0.75,True
synthetic,0,250,2,conditional,linear,0.4773865577083305,4,0.75,True
